Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Adest Meir,"VP, Core Technologies",2022-07-27,Sale,321.08,6252,2007410,Jul 29 03:00 PM
Adest Meir,"VP, Core Technologies",2022-07-26,Sale,300.68,1352,406519,Jul 28 03:00 PM
Adest Meir,Chief Product Officer,2022-06-28,Sale,300.27,96,28826,Jun 29 03:00 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-06-27,Sale,301.58,1900,573002,Jun 29 03:01 PM
Adest Meir,Chief Product Officer,2022-06-27,Sale,301.58,2300,693639,Jun 29 03:00 PM
Adest Meir,Chief Product Officer,2022-06-13,Option Exercise,49.78,1190,59237,Jun 14 02:51 PM
Adest Meir,Chief Product Officer,2022-06-13,Sale,263.61,5000,1318045,Jun 14 02:51 PM
Adest Meir,"VP, Core Technologies",2022-06-02,Sale,301.54,5000,1507677,Jun 07 03:00 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-06-01,Sale,273.61,61,16690,Jun 06 03:09 PM
Adest Meir,"VP, Core Technologies",2022-06-01,Sale,273.61,61,16690,Jun 06 03:07 PM
Lando Zvi,CEO,2022-06-01,Sale,273.61,61,16690,Jun 06 03:06 PM
Bechor Uri,Chief Operating Officer,2022-06-01,Sale,273.61,61,16690,Jun 06 03:04 PM
Faier Ronen,Chief Financial Officer,2022-06-01,Sale,273.61,61,16690,Jun 06 03:01 PM
Adest Meir,"VP, Core Technologies",2022-05-16,Sale,226.08,5000,1130399,May 18 03:31 PM
Adest Meir,"VP, Core Technologies",2022-04-18,Sale,301.59,10000,3015869,Apr 20 04:02 PM
Lando Zvi,CEO,2022-03-29,Option Exercise,23.41,19399,454151,Mar 31 04:30 PM
Lando Zvi,CEO,2022-03-29,Sale,331.08,19399,6422629,Mar 31 04:30 PM
Lando Zvi,CEO,2022-03-28,Sale,333.99,25800,8616929,Mar 31 04:30 PM
Adest Meir,Chief Product Officer,2022-03-21,Option Exercise,62.84,4948,310912,Mar 23 04:01 PM
Adest Meir,Chief Product Officer,2022-03-21,Sale,310.63,10000,3106316,Mar 23 04:01 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-02-28,Option Exercise,34.83,3994,139122,Mar 02 03:00 PM
Adest Meir,Chief Product Officer,2022-02-28,Sale,308.91,1431,442049,Mar 02 03:03 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-02-28,Sale,308.84,6815,2104752,Mar 02 03:00 PM
Adest Meir,Chief Product Officer,2022-02-01,Sale,240.2,8569,2058250,Feb 03 03:30 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-01-03,Option Exercise,101.81,2669,271731,Jan 05 03:01 PM
Adest Meir,"VP, Core Technologies",2022-01-03,Sale,279.79,10000,2797890,Jan 05 03:02 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2022-01-03,Sale,279.85,5399,1510930,Jan 05 03:01 PM
Adest Meir,"VP, Core Technologies",2021-12-01,Sale,325.12,10000,3251179,Dec 02 03:10 PM
Bechor Uri,Chief Operating Officer,2021-12-01,Sale,325.64,49,15956,Dec 02 03:08 PM
Faier Ronen,Chief Financial Officer,2021-12-01,Sale,325.64,49,15956,Dec 02 03:07 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2021-12-01,Sale,325.64,49,15956,Dec 02 03:04 PM
Lando Zvi,CEO,2021-12-01,Sale,325.64,49,15956,Dec 02 03:02 PM
Adest Meir,"VP, Core Technologies",2021-12-01,Sale,325.64,49,15956,Dec 02 03:01 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2021-11-30,Option Exercise,36.82,2120,78054,Dec 02 03:12 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2021-11-30,Sale,330.06,3744,1235745,Dec 02 03:12 PM
Inbar Doron,Director,2021-11-11,Sale,352,3000,1056000,Nov 15 03:00 PM
AVERY MORE,Director,2021-11-04,Sale,351.5,5100,1792670,Nov 08 04:06 PM
Adest Meir,"VP, Core Technologies",2021-11-01,Sale,360.98,10000,3609839,Nov 03 03:54 PM
Galin Yoav,VP Research & Development,2021-10-28,Option Exercise,5.01,7700,38577,Nov 01 03:53 PM
Galin Yoav,VP Research & Development,2021-10-28,Sale,351.14,7700,2703762,Nov 01 03:53 PM
Galin Yoav,VP Research & Development,2021-10-27,Option Exercise,5.01,2300,11523,Nov 01 03:51 PM
Payne Tal,Director,2021-10-27,Sale,345.06,25712,8872106,Nov 01 03:55 PM
Galin Yoav,VP Research & Development,2021-10-27,Sale,352.55,2300,810861,Nov 01 03:51 PM
Adest Meir,"VP, Core Technologies",2021-10-01,Sale,269.98,10000,2699800,Oct 05 04:01 PM
Adest Meir,"VP, Core Technologies",2021-09-09,Sale,276.85,10000,2768505,Sep 14 02:44 PM
GANI MARCEL,Director,2021-09-01,Sale,291.78,1000,291780,Sep 08 03:47 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2021-08-31,Option Exercise,36.78,4123,151653,Sep 02 03:00 PM
Adest Meir,"VP, Core Technologies",2021-08-31,Option Exercise,36.84,1483,54636,Sep 02 03:01 PM
Adest Meir,"VP, Core Technologies",2021-08-31,Sale,290.69,2662,773816,Sep 02 03:01 PM
Prishkolnik Rachel,"VP,GC&Corporate Secretary",2021-08-31,Sale,290.78,6501,1890391,Sep 02 03:00 PM
Adest Meir,"VP, Core Technologies",2021-08-02,Option Exercise,31.2,4382,136712,Aug 04 03:00 PM
Adest Meir,"VP, Core Technologies",2021-08-02,Sale,259.11,7338,1901344,Aug 04 03:00 PM
Adest Meir,"VP, Core Technologies",2021-07-01,Option Exercise,36.15,6301,227781,Jul 06 03:00 PM
Adest Meir,"VP, Core Technologies",2021-07-01,Sale,273.04,10000,2730415,Jul 06 03:00 PM
GANI MARCEL,Director,2021-07-01,Sale,275.17,3000,825510,Jul 06 03:00 PM
